user_id,product_id,asset_class,risk_level,expected_return,volatility,recommended_weight,personalized_risk_aversion
U021,P079,cash_equivalents,R4,0.063,0.052,0.0765,0.7000000000000002
U022,P113,cash_equivalents,R2,0.014,0.003,0.3403,3.0000000000000004
U022,P022,equities,R2,0.085,0.153,0.0816,3.0000000000000004
U022,P082,equities,R2,0.085,0.153,0.0816,3.0000000000000004
U022,P052,alternative_assets,R2,0.085,0.153,0.0816,3.0000000000000004
U022,P067,cash_equivalents,R2,0.102,0.185,0.0757,3.0000000000000004
U022,P037,fixed_income,R2,0.102,0.185,0.0757,3.0000000000000004
U022,P097,fixed_income,R2,0.102,0.185,0.0757,3.0000000000000004
U022,P073,fixed_income,R3,0.123,0.227,0.0626,3.0000000000000004
U022,P043,cash_equivalents,R3,0.123,0.227,0.0626,3.0000000000000004
U022,P013,fixed_income,R3,0.123,0.227,0.0626,3.0000000000000004
U023,P046,equities,R1,0.051,0.038,0.2996,5.0
U023,P001,fixed_income,R1,0.042,0.021,0.2379,5.0
U023,P031,cash_equivalents,R1,0.042,0.021,0.2379,5.0
U023,P016,alternative_assets,R1,0.051,0.038,0.2245,5.0
U024,P026,equities,R1,0.051,0.038,0.1111,5.0
U024,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U024,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U024,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U024,P046,equities,R1,0.051,0.038,0.1111,5.0
U024,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U024,P066,equities,R1,0.051,0.038,0.1111,5.0
U024,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U024,P006,equities,R1,0.051,0.038,0.1111,5.0
U025,P079,cash_equivalents,R4,0.063,0.052,0.1639,0.8333333333333335
U025,P019,cash_equivalents,R4,0.063,0.052,0.1639,0.8333333333333335
U025,P049,fixed_income,R4,0.063,0.052,0.1639,0.8333333333333335
U025,P040,alternative_assets,R5,0.145,0.269,0.08,0.8333333333333335
U025,P070,equities,R5,0.145,0.269,0.08,0.8333333333333335
U025,P010,equities,R5,0.145,0.269,0.08,0.8333333333333335
U025,P100,alternative_assets,R5,0.145,0.269,0.08,0.8333333333333335
U025,P013,fixed_income,R3,0.123,0.227,0.0627,0.8333333333333335
U025,P043,cash_equivalents,R3,0.123,0.227,0.0627,0.8333333333333335
U025,P073,fixed_income,R3,0.123,0.227,0.0627,0.8333333333333335
U026,P113,cash_equivalents,R2,0.014,0.003,0.212,2.1
U026,P116,cash_equivalents,R2,0.012,0.003,0.1839,2.1
U026,P118,cash_equivalents,R2,0.011,0.002,0.1763,2.1
U026,P022,equities,R2,0.085,0.153,0.1723,2.1
U026,P082,equities,R2,0.085,0.153,0.1723,2.1
U026,P058,equities,R3,0.078,0.163,0.0832,2.1
U027,P112,fixed_income,R2,0.026,0.022,0.5329,1.7142857142857146
U027,P115,fixed_income,R2,0.027,0.025,0.4671,1.7142857142857146
U028,P049,fixed_income,R4,0.063,0.052,0.1622,0.7000000000000002
U028,P019,cash_equivalents,R4,0.063,0.052,0.1622,0.7000000000000002
U028,P079,cash_equivalents,R4,0.063,0.052,0.1622,0.7000000000000002
U028,P100,alternative_assets,R5,0.145,0.269,0.0763,0.7000000000000002
U028,P040,alternative_assets,R5,0.145,0.269,0.0763,0.7000000000000002
U028,P070,equities,R5,0.145,0.269,0.0763,0.7000000000000002
U028,P010,equities,R5,0.145,0.269,0.0763,0.7000000000000002
U028,P073,fixed_income,R3,0.123,0.227,0.0695,0.7000000000000002
U028,P043,cash_equivalents,R3,0.123,0.227,0.0695,0.7000000000000002
U028,P013,fixed_income,R3,0.123,0.227,0.0695,0.7000000000000002
U029,P082,equities,R2,0.085,0.153,0.1729,1.4000000000000004
U029,P022,equities,R2,0.085,0.153,0.1729,1.4000000000000004
U029,P113,cash_equivalents,R2,0.014,0.003,0.1723,1.4000000000000004
U029,P116,cash_equivalents,R2,0.012,0.003,0.1602,1.4000000000000004
U029,P118,cash_equivalents,R2,0.011,0.002,0.1572,1.4000000000000004
U029,P058,equities,R3,0.078,0.163,0.0897,1.4000000000000004
U029,P052,alternative_assets,R2,0.085,0.153,0.0748,1.4000000000000004
U030,P056,alternative_assets,R1,0.051,0.038,0.1667,4.224000000000001
U030,P026,equities,R1,0.051,0.038,0.1667,4.224000000000001
U030,P086,equities,R1,0.051,0.038,0.1667,4.224000000000001
U030,P016,alternative_assets,R1,0.051,0.038,0.1667,4.224000000000001
U030,P046,equities,R1,0.051,0.038,0.1667,4.224000000000001
U030,P076,alternative_assets,R1,0.051,0.038,0.1667,4.224000000000001
U031,P019,cash_equivalents,R4,0.063,0.052,0.1729,1.0000000000000002
U031,P049,fixed_income,R4,0.063,0.052,0.1729,1.0000000000000002
U031,P079,cash_equivalents,R4,0.063,0.052,0.1729,1.0000000000000002
U031,P070,equities,R5,0.145,0.269,0.0756,1.0000000000000002
U031,P040,alternative_assets,R5,0.145,0.269,0.0756,1.0000000000000002
U031,P010,equities,R5,0.145,0.269,0.0756,1.0000000000000002
U031,P100,alternative_assets,R5,0.145,0.269,0.0756,1.0000000000000002
U031,P073,fixed_income,R3,0.123,0.227,0.0596,1.0000000000000002
U031,P013,fixed_income,R3,0.123,0.227,0.0596,1.0000000000000002
U031,P043,cash_equivalents,R3,0.123,0.227,0.0596,1.0000000000000002
U032,P016,alternative_assets,R1,0.051,0.038,0.3522,5.0
U032,P046,equities,R1,0.051,0.038,0.3473,5.0
U032,P031,cash_equivalents,R1,0.042,0.021,0.1503,5.0
U032,P001,fixed_income,R1,0.042,0.021,0.1503,5.0
U033,P113,cash_equivalents,R2,0.014,0.003,0.3404,3.9000000000000004
U033,P082,equities,R2,0.085,0.153,0.0815,3.9000000000000004
U033,P022,equities,R2,0.085,0.153,0.0815,3.9000000000000004
U033,P052,alternative_assets,R2,0.085,0.153,0.0815,3.9000000000000004
U033,P067,cash_equivalents,R2,0.102,0.185,0.0757,3.9000000000000004
U033,P097,fixed_income,R2,0.102,0.185,0.0757,3.9000000000000004
U033,P037,fixed_income,R2,0.102,0.185,0.0757,3.9000000000000004
U033,P073,fixed_income,R3,0.123,0.227,0.0627,3.9000000000000004
U033,P043,cash_equivalents,R3,0.123,0.227,0.0627,3.9000000000000004
U033,P013,fixed_income,R3,0.123,0.227,0.0627,3.9000000000000004
U035,P076,alternative_assets,R1,0.051,0.038,0.1667,5.0
U035,P016,alternative_assets,R1,0.051,0.038,0.1667,5.0
U035,P056,alternative_assets,R1,0.051,0.038,0.1667,5.0
U035,P026,equities,R1,0.051,0.038,0.1667,5.0
U035,P046,equities,R1,0.051,0.038,0.1667,5.0
U035,P086,equities,R1,0.051,0.038,0.1667,5.0
U036,P113,cash_equivalents,R2,0.014,0.003,0.1462,2.0000000000000004
U036,P116,cash_equivalents,R2,0.012,0.003,0.132,2.0000000000000004
U036,P118,cash_equivalents,R2,0.011,0.002,0.1281,2.0000000000000004
U036,P082,equities,R2,0.085,0.153,0.0886,2.0000000000000004
U036,P052,alternative_assets,R2,0.085,0.153,0.0886,2.0000000000000004
U036,P022,equities,R2,0.085,0.153,0.0886,2.0000000000000004
U036,P037,fixed_income,R2,0.102,0.185,0.0819,2.0000000000000004
U036,P007,cash_equivalents,R2,0.102,0.185,0.0819,2.0000000000000004
U036,P067,cash_equivalents,R2,0.102,0.185,0.0819,2.0000000000000004
U036,P097,fixed_income,R2,0.102,0.185,0.0819,2.0000000000000004
U037,P016,alternative_assets,R1,0.051,0.038,0.3522,5.0
U037,P046,equities,R1,0.051,0.038,0.3473,5.0
U037,P031,cash_equivalents,R1,0.042,0.021,0.1503,5.0
U037,P001,fixed_income,R1,0.042,0.021,0.1503,5.0
U038,P112,fixed_income,R2,0.026,0.022,0.5351,1.7142857142857146
U038,P115,fixed_income,R2,0.027,0.025,0.4649,1.7142857142857146
U039,P019,cash_equivalents,R4,0.063,0.052,0.2474,0.8750000000000001
U039,P079,cash_equivalents,R4,0.063,0.052,0.2474,0.8750000000000001
U039,P010,equities,R5,0.145,0.269,0.0927,0.8750000000000001
U039,P100,alternative_assets,R5,0.145,0.269,0.0927,0.8750000000000001
U039,P040,alternative_assets,R5,0.145,0.269,0.0927,0.8750000000000001
U039,P013,fixed_income,R3,0.123,0.227,0.0757,0.8750000000000001
U039,P073,fixed_income,R3,0.123,0.227,0.0757,0.8750000000000001
U039,P043,cash_equivalents,R3,0.123,0.227,0.0757,0.8750000000000001
U040,P112,fixed_income,R2,0.026,0.022,0.5329,2.0000000000000004
U040,P115,fixed_income,R2,0.027,0.025,0.4671,2.0000000000000004
U041,P113,cash_equivalents,R2,0.014,0.003,0.2166,1.2000000000000002
U041,P118,cash_equivalents,R2,0.011,0.002,0.2149,1.2000000000000002
U041,P116,cash_equivalents,R2,0.012,0.003,0.2145,1.2000000000000002
U041,P022,equities,R2,0.085,0.153,0.1311,1.2000000000000002
U041,P082,equities,R2,0.085,0.153,0.1311,1.2000000000000002
U041,P058,equities,R3,0.078,0.163,0.0919,1.2000000000000002
U042,P112,fixed_income,R2,0.026,0.022,0.5383,2.6000000000000005
U042,P115,fixed_income,R2,0.027,0.025,0.4617,2.6000000000000005
U043,P049,fixed_income,R4,0.063,0.052,0.1622,0.7000000000000002
U043,P019,cash_equivalents,R4,0.063,0.052,0.1622,0.7000000000000002
U043,P079,cash_equivalents,R4,0.063,0.052,0.1622,0.7000000000000002
U043,P100,alternative_assets,R5,0.145,0.269,0.0763,0.7000000000000002
U043,P040,alternative_assets,R5,0.145,0.269,0.0763,0.7000000000000002
U043,P070,equities,R5,0.145,0.269,0.0763,0.7000000000000002
U043,P010,equities,R5,0.145,0.269,0.0763,0.7000000000000002
U043,P073,fixed_income,R3,0.123,0.227,0.0695,0.7000000000000002
U043,P043,cash_equivalents,R3,0.123,0.227,0.0695,0.7000000000000002
U043,P013,fixed_income,R3,0.123,0.227,0.0695,0.7000000000000002
U044,P113,cash_equivalents,R2,0.014,0.003,0.1924,1.6800000000000002
U044,P116,cash_equivalents,R2,0.012,0.003,0.181,1.6800000000000002
U044,P118,cash_equivalents,R2,0.011,0.002,0.1784,1.6800000000000002
U044,P022,equities,R2,0.085,0.153,0.1761,1.6800000000000002
U044,P082,equities,R2,0.085,0.153,0.1761,1.6800000000000002
U044,P058,equities,R3,0.078,0.163,0.096,1.6800000000000002
U045,P006,equities,R1,0.051,0.038,0.1111,4.224000000000001
U045,P026,equities,R1,0.051,0.038,0.1111,4.224000000000001
U045,P096,alternative_assets,R1,0.051,0.038,0.1111,4.224000000000001
U045,P046,equities,R1,0.051,0.038,0.1111,4.224000000000001
U045,P036,alternative_assets,R1,0.051,0.038,0.1111,4.224000000000001
U045,P066,equities,R1,0.051,0.038,0.1111,4.224000000000001
U045,P016,alternative_assets,R1,0.051,0.038,0.1111,4.224000000000001
U045,P076,alternative_assets,R1,0.051,0.038,0.1111,4.224000000000001
U045,P056,alternative_assets,R1,0.051,0.038,0.1111,4.224000000000001
U046,P070,equities,R5,0.145,0.269,0.1089,1.0000000000000002
U046,P100,alternative_assets,R5,0.145,0.269,0.1089,1.0000000000000002
U046,P010,equities,R5,0.145,0.269,0.1089,1.0000000000000002
U046,P040,alternative_assets,R5,0.145,0.269,0.1089,1.0000000000000002
U046,P049,fixed_income,R4,0.063,0.052,0.0977,1.0000000000000002
U046,P019,cash_equivalents,R4,0.063,0.052,0.0977,1.0000000000000002
U046,P079,cash_equivalents,R4,0.063,0.052,0.0977,1.0000000000000002
U046,P013,fixed_income,R3,0.123,0.227,0.0904,1.0000000000000002
U046,P073,fixed_income,R3,0.123,0.227,0.0904,1.0000000000000002
U046,P043,cash_equivalents,R3,0.123,0.227,0.0904,1.0000000000000002
U047,P113,cash_equivalents,R2,0.014,0.003,0.1989,1.5000000000000002
U047,P116,cash_equivalents,R2,0.012,0.003,0.1885,1.5000000000000002
U047,P118,cash_equivalents,R2,0.011,0.002,0.1861,1.5000000000000002
U047,P022,equities,R2,0.085,0.153,0.168,1.5000000000000002
U047,P082,equities,R2,0.085,0.153,0.168,1.5000000000000002
U047,P058,equities,R3,0.078,0.163,0.0906,1.5000000000000002
U048,P113,cash_equivalents,R2,0.014,0.003,0.1459,1.7142857142857146
U048,P116,cash_equivalents,R2,0.012,0.003,0.1322,1.7142857142857146
U048,P118,cash_equivalents,R2,0.011,0.002,0.1284,1.7142857142857146
U048,P082,equities,R2,0.085,0.153,0.0886,1.7142857142857146
U048,P022,equities,R2,0.085,0.153,0.0886,1.7142857142857146
U048,P052,alternative_assets,R2,0.085,0.153,0.0886,1.7142857142857146
U048,P097,fixed_income,R2,0.102,0.185,0.0819,1.7142857142857146
U048,P037,fixed_income,R2,0.102,0.185,0.0819,1.7142857142857146
U048,P067,cash_equivalents,R2,0.102,0.185,0.0819,1.7142857142857146
U048,P007,cash_equivalents,R2,0.102,0.185,0.0819,1.7142857142857146
U050,P046,equities,R1,0.051,0.038,0.305,4.752000000000002
U050,P076,alternative_assets,R1,0.051,0.038,0.2537,4.752000000000002
U050,P016,alternative_assets,R1,0.051,0.038,0.2537,4.752000000000002
U050,P001,fixed_income,R1,0.042,0.021,0.0625,4.752000000000002
U050,P061,fixed_income,R1,0.042,0.021,0.0625,4.752000000000002
U050,P031,cash_equivalents,R1,0.042,0.021,0.0625,4.752000000000002
U051,P079,cash_equivalents,R4,0.063,0.052,0.1621,0.5833333333333334
U051,P049,fixed_income,R4,0.063,0.052,0.1621,0.5833333333333334
U051,P019,cash_equivalents,R4,0.063,0.052,0.1621,0.5833333333333334
U051,P100,alternative_assets,R5,0.145,0.269,0.0756,0.5833333333333334
U051,P010,equities,R5,0.145,0.269,0.0756,0.5833333333333334
U051,P040,alternative_assets,R5,0.145,0.269,0.0756,0.5833333333333334
U051,P070,equities,R5,0.145,0.269,0.0756,0.5833333333333334
U051,P043,cash_equivalents,R3,0.123,0.227,0.0704,0.5833333333333334
U051,P073,fixed_income,R3,0.123,0.227,0.0704,0.5833333333333334
U051,P013,fixed_income,R3,0.123,0.227,0.0704,0.5833333333333334
U052,P112,fixed_income,R2,0.026,0.022,0.5329,2.228571428571429
U052,P115,fixed_income,R2,0.027,0.025,0.4671,2.228571428571429
U053,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U053,P046,equities,R1,0.051,0.038,0.1111,5.0
U053,P006,equities,R1,0.051,0.038,0.1111,5.0
U053,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U053,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U053,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U053,P026,equities,R1,0.051,0.038,0.1111,5.0
U053,P066,equities,R1,0.051,0.038,0.1111,5.0
U053,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U054,P079,cash_equivalents,R4,0.063,0.052,0.3899,0.7142857142857144
U054,P010,equities,R5,0.145,0.269,0.1939,0.7142857142857144
U054,P100,alternative_assets,R5,0.145,0.269,0.1212,0.7142857142857144
U054,P043,cash_equivalents,R3,0.123,0.227,0.1006,0.7142857142857144
U054,P073,fixed_income,R3,0.123,0.227,0.1006,0.7142857142857144
U054,P058,equities,R3,0.078,0.163,0.0939,0.7142857142857144
U055,P112,fixed_income,R2,0.026,0.022,0.5331,2.6000000000000005
U055,P115,fixed_income,R2,0.027,0.025,0.4669,2.6000000000000005
U056,P076,alternative_assets,R1,0.051,0.038,0.2,4.752000000000002
U056,P016,alternative_assets,R1,0.051,0.038,0.2,4.752000000000002
U056,P086,equities,R1,0.051,0.038,0.2,4.752000000000002
U056,P026,equities,R1,0.051,0.038,0.2,4.752000000000002
U056,P046,equities,R1,0.051,0.038,0.2,4.752000000000002
U057,P049,fixed_income,R4,0.063,0.052,0.1622,0.7000000000000002
U057,P019,cash_equivalents,R4,0.063,0.052,0.1622,0.7000000000000002
U057,P079,cash_equivalents,R4,0.063,0.052,0.1622,0.7000000000000002
U057,P100,alternative_assets,R5,0.145,0.269,0.0763,0.7000000000000002
U057,P040,alternative_assets,R5,0.145,0.269,0.0763,0.7000000000000002
U057,P070,equities,R5,0.145,0.269,0.0763,0.7000000000000002
U057,P010,equities,R5,0.145,0.269,0.0763,0.7000000000000002
U057,P073,fixed_income,R3,0.123,0.227,0.0695,0.7000000000000002
U057,P043,cash_equivalents,R3,0.123,0.227,0.0695,0.7000000000000002
U057,P013,fixed_income,R3,0.123,0.227,0.0695,0.7000000000000002
U058,P112,fixed_income,R2,0.026,0.022,0.5351,1.7142857142857146
U058,P115,fixed_income,R2,0.027,0.025,0.4649,1.7142857142857146
U059,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U059,P066,equities,R1,0.051,0.038,0.1111,5.0
U059,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U059,P026,equities,R1,0.051,0.038,0.1111,5.0
U059,P046,equities,R1,0.051,0.038,0.1111,5.0
U059,P006,equities,R1,0.051,0.038,0.1111,5.0
U059,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U059,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U059,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U060,P010,equities,R5,0.145,0.269,0.2136,0.8750000000000001
U060,P100,alternative_assets,R5,0.145,0.269,0.1148,0.8750000000000001
U060,P040,alternative_assets,R5,0.145,0.269,0.1148,0.8750000000000001
U060,P079,cash_equivalents,R4,0.063,0.052,0.1112,0.8750000000000001
U060,P019,cash_equivalents,R4,0.063,0.052,0.1112,0.8750000000000001
U060,P073,fixed_income,R3,0.123,0.227,0.0846,0.8750000000000001
U060,P043,cash_equivalents,R3,0.123,0.227,0.0846,0.8750000000000001
U060,P013,fixed_income,R3,0.123,0.227,0.0846,0.8750000000000001
U060,P058,equities,R3,0.078,0.163,0.0807,0.8750000000000001
